MultQual,GrLivArea,GarageCars,SumSF,FullBath,Age
54.0,1368.0,1.0,684.0,1.0,96.0
112.0,1402.0,3.0,1330.0,0.0,1.0
60.0,1647.0,2.0,1538.5,2.0,29.0
54.0,1556.0,2.0,716.0,2.0,28.0
160.0,1904.0,2.0,1058.0,2.0,1.0
72.0,1375.0,1.0,780.0,1.0,70.0
112.0,1200.0,2.0,600.0,2.0,6.0
112.0,1494.0,2.0,1494.0,2.0,6.0
63.0,1986.0,2.0,977.0,2.0,44.0
60.0,1040.0,2.0,1040.0,1.0,13.0
75.0,2008.0,1.0,1004.0,3.0,58.0
72.0,3194.0,2.0,1452.5,2.0,73.0
36.0,1029.0,1.0,1029.0,1.0,46.0
180.0,2153.0,3.0,1458.0,2.0,9.0
54.0,1032.0,2.0,1032.0,2.0,29.0
160.0,1872.0,2.0,1299.0,2.0,8.0
45.0,1120.0,0.0,1120.0,1.0,0.0
36.0,630.0,0.0,630.0,1.0,38.0
96.0,1509.0,2.0,795.0,2.0,4.0
72.0,832.0,2.0,832.0,1.0,54.0
180.0,1828.0,3.0,1825.0,2.0,0.0
128.0,2262.0,3.0,1482.0,2.0,5.0
27.0,864.0,0.0,864.0,1.0,94.0
54.0,2614.0,2.0,1535.0,2.0,34.0
45.0,980.0,2.0,980.0,1.0,32.0
96.0,1512.0,2.0,756.0,2.0,7.0
54.0,1790.0,2.0,872.0,1.0,34.0
54.0,1116.0,2.0,1116.0,1.0,48.0
45.0,1422.0,1.0,1200.0,1.0,47.0
54.0,1520.0,1.0,1338.0,1.0,55.0
54.0,1350.0,2.0,1299.0,1.0,44.0
128.0,1554.0,2.0,1554.0,2.0,1.0
45.0,1056.0,1.0,1056.0,1.0,53.0
54.0,1056.0,2.0,1056.0,0.0,30.0
8.0,800.0,0.0,532.0,1.0,73.0
60.0,1387.0,1.0,811.0,2.0,55.0
45.0,796.0,0.0,796.0,1.0,98.0
160.0,1567.0,3.0,1543.5,2.0,0.0
200.0,1518.0,2.0,1518.0,1.0,5.0
112.0,1929.0,2.0,1057.0,2.0,6.0
160.0,2704.0,2.0,1976.0,2.0,37.0
45.0,1620.0,2.0,780.0,2.0,38.0
225.0,1766.0,3.0,1766.0,2.0,0.0
54.0,981.0,2.0,981.0,1.0,36.0
45.0,1048.0,2.0,524.0,1.0,58.0
54.0,1094.0,2.0,1094.0,1.0,55.0
54.0,1839.0,2.0,903.5,1.0,44.0
36.0,630.0,0.0,630.0,1.0,37.0
112.0,1665.0,2.0,817.5,2.0,1.0
36.0,1510.0,1.0,755.0,1.0,69.0
112.0,1716.0,2.0,894.5,2.0,13.0
54.0,1469.0,1.0,756.0,1.0,102.0
128.0,2113.0,3.0,2111.0,2.0,13.0
80.0,1053.0,1.0,1053.0,1.0,49.0
63.0,1502.0,1.0,813.5,1.0,77.0
45.0,1486.0,2.0,1486.0,1.0,45.0
63.0,1935.0,2.0,967.5,2.0,31.0
128.0,2448.0,3.0,1657.5,2.0,15.0
54.0,1392.0,2.0,1392.0,1.0,41.0
36.0,1181.0,2.0,1159.5,2.0,36.0
160.0,2097.0,3.0,2087.0,1.0,1.0
128.0,1936.0,2.0,1430.0,2.0,6.0
72.0,1679.0,2.0,1543.5,2.0,14.0
45.0,1437.0,2.0,1312.5,1.0,50.0
24.0,1180.0,1.0,940.0,1.0,84.0
96.0,1476.0,2.0,738.0,2.0,4.0
54.0,1369.0,1.0,684.5,2.0,84.0
72.0,1208.0,2.0,1208.0,1.0,29.0
72.0,1839.0,2.0,1658.0,2.0,50.0
54.0,1136.0,1.0,1136.0,1.0,43.0
54.0,1441.0,2.0,855.0,2.0,31.0
36.0,1774.0,3.0,1095.0,2.0,106.0
80.0,792.0,1.0,780.0,1.0,85.0
128.0,2046.0,3.0,2046.0,2.0,1.0
45.0,988.0,2.0,988.0,1.0,46.0
54.0,923.0,1.0,923.0,2.0,30.0
72.0,1291.0,2.0,1291.0,1.0,12.0
144.0,1668.0,3.0,1647.0,2.0,5.0
84.0,1839.0,2.0,1195.0,2.0,12.0
112.0,2090.0,2.0,1190.0,2.0,23.0
112.0,1761.0,2.0,874.0,3.0,0.0
112.0,1102.0,2.0,551.0,2.0,3.0
128.0,1419.0,2.0,1419.0,2.0,0.0
96.0,1362.0,2.0,1362.0,2.0,2.0
96.0,848.0,2.0,848.0,1.0,4.0
250.0,4316.0,3.0,2444.0,3.0,13.0
112.0,2519.0,2.0,1224.0,2.0,17.0
45.0,1539.0,2.0,997.0,1.0,73.0
72.0,1137.0,2.0,1124.5,2.0,19.0
45.0,616.0,1.0,616.0,1.0,85.0
45.0,1148.0,1.0,1064.0,1.0,54.0
45.0,894.0,1.0,894.0,1.0,45.0
112.0,1391.0,2.0,1391.0,2.0,4.0
128.0,1800.0,3.0,1800.0,2.0,4.0
63.0,1164.0,2.0,1164.0,1.0,37.0
200.0,2576.0,3.0,1249.0,2.0,0.0
60.0,1812.0,2.0,696.0,2.0,110.0
112.0,1484.0,2.0,1478.5,2.0,6.0
16.0,1092.0,0.0,186.0,2.0,80.0
84.0,1824.0,2.0,1733.5,2.0,36.0
128.0,1324.0,2.0,1324.0,2.0,3.0
112.0,1456.0,2.0,728.0,2.0,0.0
36.0,729.0,0.0,499.5,1.0,73.0
128.0,1228.0,2.0,1228.0,2.0,20.0
36.0,960.0,2.0,960.0,1.0,36.0
96.0,1479.0,2.0,725.0,2.0,34.0
54.0,1350.0,2.0,1207.0,2.0,35.0
63.0,2554.0,2.0,1147.0,1.0,117.0
60.0,1178.0,2.0,1177.0,1.0,35.0
112.0,2418.0,3.0,1318.0,2.0,15.0
45.0,971.0,1.0,971.0,1.0,37.0
128.0,1742.0,2.0,1742.0,2.0,21.0
96.0,848.0,2.0,848.0,1.0,6.0
36.0,864.0,2.0,864.0,1.0,39.0
36.0,1470.0,1.0,969.0,2.0,54.0
225.0,1698.0,3.0,1698.0,2.0,2.0
48.0,864.0,2.0,864.0,1.0,39.0
96.0,1680.0,2.0,1280.0,2.0,21.0
112.0,1232.0,2.0,1232.0,2.0,2.0
36.0,1208.0,2.0,814.0,1.0,84.0
128.0,1616.0,2.0,1605.5,2.0,15.0
112.0,1146.0,2.0,1007.0,2.0,4.0
112.0,2031.0,2.0,1153.0,2.0,10.0
45.0,1144.0,1.0,1004.0,1.0,48.0
63.0,1768.0,2.0,880.0,1.0,92.0
27.0,1040.0,2.0,520.0,2.0,56.0
128.0,1801.0,3.0,897.0,2.0,1.0
45.0,1200.0,0.0,1200.0,3.0,22.0
112.0,1728.0,2.0,864.0,2.0,5.0
72.0,912.0,1.0,912.0,1.0,47.0
63.0,1349.0,2.0,1349.0,2.0,7.0
45.0,1464.0,2.0,992.0,2.0,46.0
128.0,1337.0,2.0,1337.0,2.0,15.0
160.0,2715.0,2.0,1158.5,3.0,32.0
112.0,2256.0,2.0,966.0,2.0,9.0
112.0,2640.0,4.0,1280.0,1.0,129.0
112.0,1720.0,2.0,1720.0,2.0,14.0
36.0,1529.0,1.0,544.0,2.0,64.0
36.0,1140.0,0.0,684.0,1.0,100.0
112.0,1320.0,2.0,660.0,2.0,4.0
72.0,1494.0,2.0,1486.5,2.0,9.0
160.0,2098.0,3.0,1034.0,2.0,1.0
72.0,1026.0,2.0,1026.0,1.0,40.0
54.0,1471.0,2.0,735.5,2.0,10.0
128.0,1768.0,2.0,866.0,2.0,2.0
63.0,1501.0,2.0,750.5,2.0,9.0
128.0,2531.0,3.0,1323.0,2.0,12.0
54.0,864.0,1.0,864.0,1.0,50.0
30.0,1301.0,2.0,1223.0,1.0,85.0
84.0,1547.0,2.0,760.0,2.0,1.0
128.0,2365.0,3.0,1260.0,2.0,10.0
160.0,1494.0,2.0,1494.0,1.0,11.0
180.0,1506.0,2.0,1502.0,2.0,0.0
63.0,1714.0,2.0,980.0,2.0,22.0
54.0,1750.0,1.0,983.0,2.0,68.0
112.0,1836.0,2.0,1848.0,2.0,2.0
200.0,3279.0,3.0,1670.0,3.0,7.0
45.0,858.0,2.0,858.0,1.0,27.0
36.0,1220.0,2.0,1028.0,1.0,55.0
45.0,912.0,1.0,912.0,1.0,49.0
128.0,1973.0,3.0,1954.0,2.0,1.0
54.0,1204.0,2.0,1204.0,2.0,11.0
112.0,1614.0,3.0,1614.0,2.0,1.0
45.0,894.0,2.0,879.0,1.0,32.0
45.0,2020.0,2.0,1010.0,2.0,30.0
54.0,1004.0,2.0,989.5,1.0,29.0
63.0,1253.0,2.0,1245.0,2.0,12.0
96.0,1603.0,2.0,785.5,2.0,14.0
112.0,1430.0,2.0,1421.5,2.0,8.0
60.0,1110.0,2.0,1103.5,1.0,31.0
54.0,1484.0,0.0,742.0,2.0,94.0
54.0,1342.0,2.0,1357.0,2.0,42.0
45.0,1652.0,1.0,826.0,2.0,95.0
112.0,2084.0,2.0,956.0,2.0,6.0
36.0,901.0,1.0,901.0,1.0,54.0
72.0,2087.0,2.0,904.0,2.0,41.0
112.0,1145.0,2.0,1145.0,2.0,4.0
54.0,1062.0,2.0,1045.5,1.0,31.0
84.0,2013.0,2.0,1122.0,2.0,11.0
128.0,1496.0,2.0,1496.0,2.0,0.0
112.0,1895.0,2.0,899.0,2.0,14.0
54.0,1564.0,2.0,769.0,2.0,30.0
54.0,1285.0,2.0,972.5,1.0,30.0
225.0,3140.0,3.0,1946.0,3.0,1.0
60.0,1768.0,1.0,856.0,1.0,70.0
72.0,1688.0,2.0,616.0,2.0,11.0
36.0,1196.0,2.0,1196.0,1.0,91.0
112.0,1456.0,2.0,728.0,2.0,3.0
225.0,2822.0,3.0,1734.0,3.0,1.0
140.0,1428.0,2.0,1422.5,2.0,0.0
45.0,980.0,1.0,980.0,2.0,39.0
60.0,1576.0,2.0,1198.0,1.0,86.0
45.0,1086.0,2.0,1055.0,1.0,40.0
45.0,2138.0,2.0,962.0,2.0,111.0
72.0,1309.0,2.0,1174.5,1.0,32.0
96.0,848.0,2.0,848.0,1.0,4.0
54.0,1442.0,1.0,1442.0,1.0,49.0
30.0,1250.0,1.0,686.0,1.0,88.0
84.0,1661.0,2.0,1655.0,2.0,12.0
45.0,1008.0,1.0,1008.0,1.0,52.0
128.0,1689.0,3.0,1628.5,2.0,6.0
54.0,1052.0,2.0,1031.0,1.0,39.0
112.0,1358.0,2.0,1358.0,2.0,1.0
112.0,1640.0,2.0,798.0,2.0,5.0
24.0,936.0,2.0,936.0,1.0,56.0
54.0,1489.0,1.0,861.0,2.0,69.0
128.0,1489.0,2.0,1489.0,2.0,0.0
250.0,2084.0,3.0,2081.0,2.0,1.0
60.0,784.0,0.0,784.0,1.0,84.0
112.0,1434.0,2.0,1444.0,2.0,8.0
112.0,1223.0,2.0,560.0,2.0,1.0
54.0,1392.0,2.0,1392.0,1.0,51.0
84.0,1200.0,2.0,560.0,2.0,1.0
112.0,1829.0,2.0,941.0,2.0,7.0
54.0,1516.0,2.0,1516.0,1.0,45.0
45.0,1144.0,2.0,1144.0,1.0,47.0
48.0,1067.0,2.0,1067.0,2.0,60.0
45.0,1559.0,2.0,1559.0,1.0,59.0
54.0,987.0,1.0,483.0,1.0,35.0
60.0,1099.0,1.0,1099.0,1.0,13.0
45.0,1200.0,1.0,768.0,1.0,62.0
36.0,1482.0,1.0,741.0,2.0,83.0
60.0,1539.0,2.0,804.0,2.0,104.0
54.0,1165.0,2.0,1146.0,1.0,42.0
45.0,1800.0,0.0,1800.0,2.0,46.0
45.0,1416.0,3.0,876.0,1.0,93.0
45.0,1701.0,2.0,1545.5,2.0,32.0
112.0,1775.0,2.0,873.0,2.0,16.0
45.0,864.0,1.0,864.0,1.0,37.0
54.0,2358.0,2.0,1107.0,3.0,100.0
72.0,1855.0,2.0,811.0,2.0,31.0
96.0,848.0,2.0,848.0,1.0,4.0
128.0,1456.0,2.0,1364.5,2.0,3.0
63.0,1646.0,1.0,918.0,2.0,66.0
54.0,1445.0,2.0,1286.0,1.0,45.0
45.0,1040.0,1.0,1040.0,1.0,48.0
54.0,1026.0,2.0,983.0,1.0,30.0
54.0,1481.0,2.0,702.0,2.0,15.0
72.0,2654.0,2.0,1283.0,2.0,38.0
112.0,1426.0,1.0,912.0,1.0,89.0
45.0,1039.0,2.0,1039.0,1.0,45.0
54.0,1097.0,2.0,1068.5,2.0,26.0
45.0,1148.0,1.0,1148.0,1.0,50.0
112.0,1372.0,2.0,1372.0,2.0,1.0
45.0,1002.0,2.0,1002.0,1.0,39.0
128.0,1646.0,3.0,1642.0,2.0,1.0
24.0,1120.0,2.0,1080.0,1.0,46.0
45.0,2320.0,2.0,773.5,2.0,58.0
112.0,1949.0,2.0,1056.0,2.0,17.0
45.0,894.0,1.0,894.0,1.0,47.0
72.0,1682.0,2.0,804.0,2.0,12.0
80.0,910.0,2.0,507.5,1.0,55.0
60.0,1268.0,1.0,934.0,1.0,60.0
160.0,2610.0,2.0,1184.0,2.0,0.0
36.0,1040.0,2.0,1052.0,1.0,44.0
180.0,2224.0,3.0,1462.0,2.0,5.0
60.0,1155.0,2.0,1132.0,1.0,49.0
60.0,864.0,1.0,864.0,1.0,31.0
45.0,1090.0,2.0,1090.0,1.0,2.0
112.0,1717.0,2.0,1171.5,2.0,17.0
54.0,1593.0,2.0,808.0,2.0,17.0
48.0,2230.0,1.0,874.5,1.0,94.0
45.0,892.0,1.0,892.0,1.0,42.0
45.0,1393.0,1.0,844.0,1.0,53.0
128.0,2217.0,2.0,2217.0,2.0,37.0
54.0,1505.0,2.0,1505.0,1.0,56.0
45.0,924.0,2.0,672.0,1.0,58.0
54.0,1683.0,2.0,918.0,2.0,31.0
54.0,1068.0,1.0,1063.5,1.0,43.0
45.0,1383.0,1.0,1383.0,1.0,54.0
45.0,1535.0,2.0,767.5,2.0,30.0
54.0,1796.0,2.0,881.5,1.0,45.0
45.0,2240.0,2.0,560.0,2.0,30.0
225.0,2364.0,3.0,2347.0,2.0,1.0
45.0,1236.0,1.0,1074.0,1.0,45.0
36.0,858.0,1.0,858.0,1.0,36.0
45.0,1306.0,1.0,1149.0,1.0,52.0
112.0,1509.0,2.0,795.0,2.0,3.0
112.0,1670.0,3.0,1670.0,2.0,0.0
45.0,902.0,1.0,889.0,1.0,40.0
45.0,1063.0,1.0,1059.5,1.0,56.0
128.0,1636.0,3.0,1629.5,2.0,1.0
112.0,2057.0,1.0,1018.5,1.0,70.0
45.0,902.0,2.0,883.0,1.0,23.0
96.0,1484.0,2.0,742.0,2.0,4.0
45.0,2274.0,2.0,1105.0,2.0,50.0
60.0,1268.0,1.0,1268.0,1.0,32.0
45.0,2002.0,3.0,1001.0,2.0,58.0
96.0,1224.0,2.0,612.0,2.0,0.0
36.0,1092.0,1.0,546.0,1.0,37.0
36.0,1229.0,1.0,1181.5,1.0,53.0
112.0,2127.0,3.0,1008.0,2.0,16.0
90.0,1414.0,2.0,1299.0,1.0,50.0
96.0,1721.0,2.0,932.0,2.0,13.0
45.0,2200.0,0.0,1272.0,2.0,108.0
96.0,1316.0,2.0,1316.0,2.0,1.0
96.0,1617.0,2.0,1610.5,2.0,15.0
54.0,1686.0,2.0,1686.0,2.0,26.0
160.0,2374.0,3.0,1207.5,2.0,4.0
63.0,1978.0,2.0,965.0,2.0,40.0
160.0,1788.0,2.0,1770.5,2.0,8.0
84.0,2236.0,2.0,978.5,2.0,9.0
128.0,1466.0,3.0,1466.0,2.0,2.0
45.0,925.0,1.0,925.0,1.0,44.0
225.0,1905.0,3.0,1905.0,2.0,1.0
112.0,1500.0,2.0,1500.0,2.0,5.0
84.0,2069.0,2.0,1327.0,2.0,48.0
36.0,747.0,2.0,673.5,1.0,80.0
112.0,1200.0,2.0,1188.0,2.0,6.0
112.0,1971.0,2.0,1113.0,2.0,4.0
112.0,1962.0,3.0,1391.0,2.0,0.0
63.0,2403.0,1.0,1119.5,2.0,70.0
54.0,1728.0,2.0,1728.0,2.0,30.0
112.0,2060.0,2.0,1007.0,2.0,10.0
45.0,1632.0,2.0,1632.0,2.0,40.0
45.0,1869.0,2.0,1138.0,1.0,119.0
45.0,1144.0,1.0,1144.0,1.0,47.0
128.0,1629.0,3.0,1622.5,2.0,5.0
112.0,1776.0,2.0,936.0,2.0,4.0
72.0,1381.0,2.0,1271.0,1.0,38.0
60.0,864.0,2.0,864.0,1.0,57.0
45.0,768.0,1.0,768.0,1.0,37.0
45.0,1968.0,2.0,976.0,2.0,39.0
54.0,980.0,0.0,962.5,2.0,31.0
54.0,1958.0,2.0,979.0,2.0,61.0
54.0,1229.0,2.0,561.0,1.0,29.0
45.0,1057.0,2.0,1057.0,1.0,45.0
112.0,1337.0,2.0,1337.0,2.0,4.0
112.0,1416.0,2.0,696.0,2.0,11.0
45.0,858.0,0.0,858.0,1.0,52.0
54.0,2872.0,2.0,1436.0,2.0,31.0
72.0,1548.0,2.0,804.0,2.0,31.0
180.0,1800.0,2.0,1800.0,2.0,2.0
112.0,1894.0,2.0,820.5,2.0,8.0
96.0,1484.0,2.0,783.0,2.0,2.0
60.0,1308.0,1.0,852.0,1.0,69.0
45.0,1098.0,1.0,1098.0,1.0,53.0
54.0,1095.0,1.0,841.5,1.0,48.0
112.0,1626.0,2.0,764.0,2.0,6.0
54.0,918.0,1.0,918.0,2.0,31.0
112.0,1428.0,2.0,1428.0,2.0,1.0
84.0,2019.0,2.0,932.0,1.0,99.0
112.0,1382.0,2.0,673.0,2.0,6.0
24.0,869.0,0.0,654.5,1.0,83.0
112.0,1241.0,2.0,1241.0,1.0,1.0
45.0,1121.0,2.0,1121.0,1.0,46.0
175.0,999.0,2.0,971.5,1.0,47.0
128.0,2612.0,3.0,1250.5,2.0,11.0
112.0,1266.0,2.0,1266.0,2.0,1.0
128.0,2290.0,2.0,1138.5,2.0,6.0
60.0,1734.0,2.0,651.0,2.0,32.0
45.0,1164.0,1.0,1164.0,1.0,58.0
72.0,1635.0,1.0,743.0,1.0,96.0
225.0,1940.0,3.0,1935.0,2.0,1.0
72.0,2030.0,2.0,983.0,2.0,31.0
112.0,1576.0,2.0,774.0,2.0,0.0
128.0,2392.0,3.0,1401.5,2.0,9.0
128.0,1742.0,2.0,916.0,1.0,127.0
72.0,1851.0,2.0,921.0,2.0,43.0
72.0,1500.0,2.0,750.0,2.0,1.0
250.0,1718.0,3.0,1709.0,2.0,3.0
45.0,1050.0,1.0,1050.0,1.0,45.0
54.0,1442.0,2.0,1442.0,2.0,39.0
27.0,1077.0,1.0,1042.0,1.0,84.0
112.0,1208.0,2.0,1197.5,2.0,4.0
18.0,944.0,2.0,472.0,1.0,57.0
128.0,1574.0,3.0,1574.0,2.0,2.0
45.0,1680.0,2.0,1680.0,2.0,31.0
112.0,1504.0,2.0,1425.0,2.0,4.0
60.0,985.0,1.0,985.0,2.0,31.0
54.0,1657.0,2.0,1657.0,2.0,37.0
36.0,1092.0,1.0,546.0,1.0,39.0
112.0,1710.0,2.0,1710.0,2.0,5.0
45.0,1522.0,0.0,1008.0,2.0,80.0
45.0,1271.0,1.0,720.0,2.0,60.0
45.0,1664.0,0.0,832.0,2.0,45.0
72.0,1502.0,1.0,751.0,1.0,84.0
45.0,1022.0,1.0,1022.0,1.0,99.0
54.0,1082.0,1.0,1082.0,1.0,59.0
128.0,1665.0,2.0,810.0,2.0,8.0
112.0,1504.0,2.0,1504.0,2.0,13.0
112.0,1472.0,2.0,593.0,2.0,16.0
112.0,1506.0,2.0,1434.0,2.0,1.0
48.0,1132.0,2.0,1132.0,1.0,3.0
112.0,1220.0,2.0,1209.5,2.0,0.0
45.0,1248.0,1.0,912.0,1.0,77.0
112.0,1504.0,2.0,1425.0,2.0,3.0
45.0,882.0,2.0,882.0,1.0,35.0
45.0,1264.0,2.0,1266.0,1.0,50.0
128.0,1646.0,3.0,1642.0,2.0,1.0
45.0,1376.0,1.0,868.0,1.0,66.0
54.0,1218.0,1.0,672.0,1.0,34.0
45.0,1928.0,0.0,817.0,2.0,90.0
63.0,3082.0,2.0,1255.5,2.0,89.0
112.0,1654.0,3.0,1654.0,2.0,4.0
30.0,954.0,1.0,937.0,1.0,69.0
36.0,845.0,1.0,422.5,1.0,52.0
180.0,1620.0,3.0,1620.0,2.0,2.0
128.0,2263.0,2.0,1055.0,2.0,7.0
36.0,1344.0,0.0,672.0,1.0,39.0
36.0,630.0,1.0,630.0,1.0,39.0
45.0,1803.0,2.0,1468.5,2.0,49.0
72.0,1632.0,2.0,800.0,1.0,42.0
96.0,1306.0,2.0,1306.0,2.0,4.0
84.0,2329.0,2.0,1503.5,2.0,18.0
128.0,2524.0,2.0,2524.0,2.0,28.0
27.0,1733.0,2.0,866.5,2.0,54.0
180.0,2868.0,3.0,1992.0,3.0,1.0
45.0,990.0,2.0,990.0,1.0,14.0
45.0,1771.0,2.0,885.5,1.0,49.0
112.0,1302.0,2.0,1302.0,2.0,0.0
112.0,1316.0,2.0,1316.0,2.0,0.0
54.0,1977.0,2.0,971.5,1.0,43.0
45.0,1526.0,1.0,1371.0,1.0,53.0
128.0,1989.0,2.0,1078.0,2.0,4.0
112.0,1364.0,2.0,1364.0,2.0,1.0
112.0,1850.0,2.0,976.0,2.0,15.0
225.0,2184.0,3.0,1117.0,2.0,1.0
54.0,1991.0,2.0,975.0,1.0,75.0
128.0,1338.0,2.0,1338.0,2.0,9.0
45.0,2337.0,2.0,1042.0,2.0,107.0
72.0,1103.0,2.0,1103.0,1.0,81.0
45.0,1154.0,2.0,1154.0,1.0,43.0
112.0,2260.0,2.0,1306.0,2.0,14.0
72.0,1571.0,2.0,799.0,2.0,16.0
54.0,1611.0,2.0,789.0,1.0,44.0
54.0,2521.0,2.0,1116.5,2.0,33.0
60.0,893.0,2.0,869.0,1.0,58.0
45.0,1048.0,1.0,1048.0,1.0,51.0
54.0,1556.0,2.0,778.0,1.0,41.0
45.0,1456.0,1.0,906.0,1.0,58.0
54.0,1426.0,2.0,694.0,1.0,32.0
112.0,1240.0,3.0,1240.0,2.0,1.0
63.0,1740.0,1.0,880.0,1.0,67.0
60.0,1466.0,2.0,946.0,2.0,70.0
96.0,848.0,2.0,848.0,1.0,2.0
45.0,990.0,1.0,990.0,1.0,13.0
45.0,1040.0,1.0,1040.0,1.0,47.0
112.0,1459.0,2.0,1459.0,2.0,5.0
54.0,1251.0,1.0,1251.0,1.0,42.0
54.0,1498.0,2.0,691.0,2.0,11.0
72.0,996.0,2.0,966.0,1.0,18.0
36.0,1092.0,1.0,546.0,1.0,37.0
128.0,1953.0,3.0,1082.0,2.0,4.0
112.0,1709.0,2.0,970.0,2.0,2.0
128.0,1247.0,2.0,1247.0,1.0,1.0
27.0,1040.0,2.0,520.0,2.0,59.0
112.0,1252.0,2.0,612.0,2.0,9.0
54.0,1694.0,2.0,1285.5,2.0,83.0
60.0,1200.0,2.0,1032.0,1.0,41.0
45.0,936.0,1.0,936.0,1.0,54.0
96.0,1314.0,2.0,1314.0,2.0,1.0
72.0,1355.0,0.0,728.5,1.0,93.0
128.0,1088.0,2.0,1081.0,1.0,21.0
36.0,1324.0,1.0,714.5,1.0,73.0
12.0,438.0,1.0,364.0,1.0,89.0
45.0,950.0,1.0,950.0,1.0,36.0
54.0,1194.0,2.0,924.5,1.0,47.0
45.0,1302.0,2.0,630.0,2.0,37.0
128.0,2622.0,2.0,1481.5,2.0,16.0
112.0,1442.0,2.0,1176.0,2.0,17.0
112.0,2021.0,2.0,877.5,2.0,0.0
128.0,1836.0,3.0,1836.0,2.0,5.0
54.0,1658.0,2.0,773.0,2.0,13.0
63.0,1964.0,2.0,950.5,2.0,32.0
45.0,816.0,1.0,816.0,1.0,49.0
60.0,1008.0,1.0,1008.0,1.0,54.0
60.0,833.0,1.0,833.0,1.0,52.0
160.0,1734.0,3.0,1734.0,2.0,0.0
128.0,1419.0,2.0,593.5,2.0,7.0
60.0,894.0,2.0,894.0,1.0,41.0
45.0,1601.0,1.0,777.0,1.0,50.0
45.0,1040.0,1.0,1040.0,1.0,47.0
54.0,1012.0,1.0,1012.0,1.0,87.0
112.0,1552.0,3.0,1552.0,2.0,1.0
45.0,698.0,0.0,698.0,1.0,62.0
84.0,1482.0,2.0,598.0,2.0,15.0
24.0,1005.0,2.0,1005.0,1.0,54.0
112.0,1555.0,3.0,1464.0,2.0,2.0
112.0,1959.0,2.0,847.0,2.0,3.0
45.0,936.0,2.0,936.0,1.0,27.0
48.0,1981.0,2.0,1225.0,2.0,81.0
36.0,2210.0,1.0,1093.0,2.0,127.0
128.0,2020.0,2.0,1135.0,2.0,14.0
54.0,1600.0,2.0,916.0,2.0,10.0
54.0,986.0,1.0,973.0,1.0,81.0
45.0,1020.0,0.0,780.0,1.0,135.0
72.0,1567.0,2.0,1567.0,2.0,32.0
45.0,1167.0,2.0,1041.0,1.0,87.0
60.0,1868.0,2.0,934.0,2.0,33.0
128.0,2828.0,3.0,1466.0,3.0,1.0
45.0,1006.0,0.0,1006.0,1.0,49.0
24.0,924.0,1.0,672.0,1.0,69.0
96.0,1298.0,2.0,1298.0,2.0,21.0
42.0,1564.0,1.0,782.0,1.0,68.0
63.0,1111.0,1.0,572.0,1.0,82.0
63.0,1482.0,2.0,741.0,1.0,89.0
72.0,932.0,1.0,932.0,1.0,57.0
30.0,1466.0,2.0,1466.0,1.0,47.0
72.0,816.0,1.0,816.0,1.0,78.0
84.0,1820.0,2.0,883.0,1.0,43.0
80.0,1437.0,2.0,1437.0,2.0,31.0
60.0,1265.0,2.0,1242.0,2.0,43.0
112.0,1314.0,2.0,1314.0,2.0,2.0
128.0,1580.0,3.0,1580.0,2.0,1.0
96.0,1876.0,2.0,922.0,2.0,34.0
54.0,1456.0,2.0,855.0,2.0,32.0
96.0,1640.0,2.0,1468.0,1.0,54.0
45.0,894.0,2.0,894.0,1.0,39.0
36.0,1258.0,2.0,1228.0,0.0,39.0
60.0,1432.0,2.0,1396.0,1.0,29.0
112.0,1502.0,2.0,1502.0,2.0,0.0
128.0,1694.0,3.0,1694.0,2.0,2.0
54.0,1671.0,2.0,959.0,2.0,6.0
72.0,2108.0,2.0,1181.5,2.0,73.0
160.0,3627.0,3.0,1880.5,3.0,11.0
54.0,1118.0,1.0,1107.0,1.0,31.0
54.0,1261.0,2.0,1261.0,1.0,50.0
112.0,1250.0,2.0,625.0,2.0,2.0
75.0,3086.0,0.0,1617.0,3.0,61.0
54.0,2345.0,2.0,1061.0,2.0,74.0
128.0,2872.0,2.0,1906.0,2.0,15.0
45.0,923.0,1.0,899.5,1.0,24.0
54.0,1224.0,1.0,818.0,1.0,83.0
45.0,1343.0,1.0,775.5,1.0,88.0
45.0,1124.0,0.0,562.0,1.0,52.0
63.0,2514.0,2.0,1257.0,2.0,16.0
160.0,1652.0,2.0,1626.0,2.0,0.0
45.0,1130.0,2.0,1125.0,1.0,86.0
45.0,1572.0,3.0,1572.0,1.0,44.0
45.0,1221.0,1.0,866.5,1.0,82.0
128.0,1624.0,3.0,1624.0,2.0,12.0
112.0,1660.0,2.0,831.0,2.0,7.0
84.0,1804.0,2.0,1011.0,2.0,11.0
36.0,1622.0,4.0,1435.5,1.0,46.0
128.0,1441.0,2.0,770.0,2.0,8.0
60.0,1472.0,1.0,772.0,1.0,82.0
54.0,1224.0,2.0,1224.0,2.0,10.0
54.0,1352.0,1.0,663.0,1.0,41.0
72.0,1456.0,2.0,728.0,2.0,3.0
112.0,1863.0,3.0,879.0,2.0,0.0
63.0,1690.0,1.0,815.0,1.0,90.0
112.0,1212.0,2.0,1212.0,2.0,8.0
36.0,1382.0,2.0,1216.5,1.0,43.0
84.0,1779.0,2.0,866.0,2.0,11.0
45.0,1348.0,1.0,884.0,1.0,84.0
112.0,1630.0,2.0,1630.0,2.0,9.0
45.0,1074.0,2.0,1065.0,1.0,31.0
112.0,2196.0,3.0,2177.0,2.0,19.0
